@relation whatever

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute class { abnormal , normal } 


@data
18336.79939 , 400.0474693 , 0.817426245 , 0.817426245 , 74118704.73 , -47444.48741 , 9.942760064 , 0.000481587 , 8.349975156 , 0.283851397 , 0.208983212 , 0.002542539 , 18525.63915 , 264.1301509 , 70884.58705 , 5.475789067 , 400.0474693 , 3.247712633 , -0.265580609 , 0.959981035 , 0.965769035 , 0.994761697 , normal 
15401.40272 , 114.9727313 , 0.907773343 , 0.907773343 , 15655896.11 , 29155.48037 , 5.470596616 , 0.000718509 , 7.71852319 , 0.348247334 , 0.269656366 , 0.002825111 , 15443.95167 , 243.603909 , 59186.68123 , 5.257601306 , 114.9727313 , 2.721872837 , -0.319517317 , 0.972872383 , 0.980069128 , 0.998396537 , normal 
20389.25296 , 120.8937344 , 0.922399034 , 0.922399034 , 26486557.6 , -51689.94524 , 5.356861643 , 0.000675572 , 7.724756747 , 0.353776413 , 0.275364096 , 0.002768617 , 20447.39212 , 280.5107363 , 78695.34584 , 5.367658922 , 120.8937344 , 2.690115847 , -0.354429727 , 0.981780673 , 0.980549901 , 0.998354395 , normal 
11100.49917 , 91.28831862 , 0.973033777 , 0.973033777 , 167544948.4 , 372340.0457 , 4.850996198 , 0.000638092 , 7.888540403 , 0.382107359 , 0.307874113 , 0.003492198 , 11154.48496 , 194.4638996 , 42333.29801 , 5.635348742 , 91.28831862 , 2.598942904 , -0.409385731 , 0.99122519 , 0.982236207 , 0.998683669 , normal 
11972.36018 , 162.4033361 , 0.970130491 , 0.970130491 , 448358044.4 , 676916.215 , 5.228490827 , 0.002128036 , 7.830317546 , 0.410835475 , 0.340841574 , 0.036957042 , 12064.23234 , 193.2342838 , 45902.82454 , 5.643054533 , 162.4033361 , 2.614975586 , -0.432494097 , 0.993259434 , 0.9814221 , 0.997940403 , normal 
14947.01617 , 63.39862647 , 0.912559533 , 0.912559533 , 11819841 , -67967.8213 , 4.846865176 , 0.001309507 , 7.295777562 , 0.356168552 , 0.277871541 , 0.00547037 , 14973.78141 , 241.7951191 , 57505.09614 , 4.901656437 , 63.39862647 , 2.649939382 , -0.276787607 , 0.950410219 , 0.981944759 , 0.999053091 , normal 
10334.91778 , 133.0188007 , 0.865612766 , 0.865612766 , 21804282.29 , -12380.25774 , 5.082592196 , 0.001303845 , 7.298406351 , 0.406533832 , 0.33745859 , 0.005509198 , 10410.02911 , 199.0629486 , 39473.03256 , 5.087691957 , 133.0188007 , 2.567169127 , -0.351859276 , 0.977452314 , 0.981782508 , 0.998153552 , normal 
10944.94308 , 90.39144877 , 0.971968395 , 0.971968395 , 160258173.4 , 393071.2996 , 4.894975097 , 0.000648352 , 7.87064309 , 0.380710086 , 0.306783339 , 0.003031712 , 10994.83093 , 193.685203 , 41728.69061 , 5.609459809 , 90.39144877 , 2.608508824 , -0.405371237 , 0.990683184 , 0.982061827 , 0.998689606 , normal 
14355.80856 , 391.226847 , 0.882587485 , 0.882587485 , 116586083.2 , 60521.28881 , 10.09536982 , 0.000354323 , 8.521063674 , 0.28424942 , 0.210187217 , 0.002211663 , 14591.79943 , 227.0306712 , 55243.70122 , 5.734117385 , 391.226847 , 3.267496013 , -0.315395027 , 0.978933519 , 0.965152688 , 0.994777317 , normal 
16337.21283 , 285.8084758 , 0.913686355 , 0.913686355 , 121419303.4 , -178053.2084 , 8.828365144 , 0.00035344 , 8.458706449 , 0.29746149 , 0.22259616 , 0.001725732 , 16524.19481 , 243.5234578 , 62879.78218 , 5.723549597 , 285.8084758 , 3.157670894 , -0.326775582 , 0.981268188 , 0.968967128 , 0.996099545 , normal 
13689.7807 , 136.8205027 , 0.959562149 , 0.959562149 , 151804511.1 , 317366.8593 , 6.075351661 , 0.000500093 , 8.150772217 , 0.350058073 , 0.275033836 , 0.002457633 , 13818.46747 , 219.7307146 , 52415.59493 , 5.718475284 , 136.8205027 , 2.805838142 , -0.38501967 , 0.989571698 , 0.978025555 , 0.998034349 , normal 
13703.56729 , 112.3945784 , 0.957255769 , 0.957255769 , 74150211.43 , -259228.3928 , 5.621322859 , 0.000573434 , 8.014730453 , 0.34111756 , 0.262559052 , 0.00299736 , 13787.90292 , 223.1223767 , 52475.01903 , 5.563303161 , 112.3945784 , 2.756794838 , -0.359515388 , 0.984817912 , 0.979462342 , 0.998431208 , normal 
12389.96545 , 95.25081324 , 0.886762969 , 0.886762969 , 20294392.46 , -97053.24717 , 5.73717498 , 0.00107051 , 7.449148141 , 0.325841195 , 0.245975552 , 0.005363145 , 12434.9932 , 219.2450305 , 47524.84539 , 4.913239619 , 95.25081324 , 2.799895968 , -0.250526689 , 0.938476119 , 0.978845932 , 0.998626624 , normal 
13153.49429 , 110.4410303 , 0.948059481 , 0.948059481 , 91176066.34 , -167759.1335 , 5.073868295 , 0.001001206 , 7.682263638 , 0.382594187 , 0.308880758 , 0.005716877 , 13197.66578 , 220.4101229 , 50382.88213 , 5.377367557 , 110.4410303 , 2.625475127 , -0.366928395 , 0.983879132 , 0.981579603 , 0.998429553 , normal 
13578.46236 , 116.5888257 , 0.956628884 , 0.956628884 , 75065669.44 , -261530.8767 , 5.739944683 , 0.000562454 , 8.026920647 , 0.337715875 , 0.258998722 , 0.002805361 , 13665.76924 , 221.7530177 , 51993.13017 , 5.565383961 , 116.5888257 , 2.775910414 , -0.357760073 , 0.984584963 , 0.979052887 , 0.998369555 , normal 
9702.703701 , 113.3934529 , 0.950470173 , 0.950470173 , 70484212.57 , 85497.41434 , 5.72535132 , 0.000672502 , 7.941464125 , 0.351362271 , 0.274992934 , 0.005438308 , 9769.417549 , 185.6528935 , 36908.96739 , 5.509178371 , 113.3934529 , 2.765192993 , -0.356766268 , 0.983693837 , 0.979120985 , 0.998348656 , normal 
11983.75024 , 97.8269741 , 0.876006538 , 0.876006538 , 10470595.27 , 56564.71223 , 3.954206608 , 0.002401639 , 6.832312559 , 0.435896963 , 0.366571703 , 0.011234904 , 12009.91081 , 215.7622303 , 45991.83094 , 4.782745299 , 97.8269741 , 2.357213724 , -0.348593427 , 0.971506826 , 0.985711467 , 0.998691354 , normal 
10477.07244 , 127.1137728 , 0.88257841 , 0.88257841 , 24145884.75 , -6363.477285 , 5.01559972 , 0.001211586 , 7.364682101 , 0.400765844 , 0.330461197 , 0.005669122 , 10553.67296 , 199.993411 , 40003.22612 , 5.146837991 , 127.1137728 , 2.560308204 , -0.356868742 , 0.979258302 , 0.98197731 , 0.998230799 , normal 
13672.59284 , 49.2665797 , 0.982305102 , 0.982305102 , 114791293.7 , -368381.1885 , 3.394906695 , 0.001124936 , 7.506647274 , 0.419036088 , 0.344427844 , 0.006753515 , 13697.81816 , 221.8542811 , 52339.85339 , 5.476053155 , 49.2665797 , 2.298579839 , -0.435274944 , 0.992241561 , 0.987343396 , 0.999335291 , normal 
12987.49301 , 20.75011759 , 0.99476809 , 0.99476809 , 122995563.2 , -241634.4222 , 3.035613721 , 0.000613556 , 7.800288168 , 0.424890113 , 0.350396637 , 0.003219624 , 12988.49436 , 209.9234181 , 49599.19196 , 5.726671608 , 20.75011759 , 2.236793271 , -0.453894723 , 0.994768399 , 0.988445298 , 0.999684835 , normal 
13751.78288 , 235.6942207 , 0.726014856 , 0.726014856 , 14114107.28 , -15634.47453 , 6.605743554 , 0.001286816 , 7.405564948 , 0.383754402 , 0.315243146 , 0.005662344 , 13880.33984 , 231.8580825 , 52945.45443 , 5.008355164 , 235.6942207 , 2.775764447 , -0.303917313 , 0.963833196 , 0.976970553 , 0.99683321 , normal 
13849.11906 , 89.02795938 , 0.961184224 , 0.961184224 , 66252448.51 , -42246.47398 , 3.867489165 , 0.000856437 , 7.576354617 , 0.426191328 , 0.355485285 , 0.003783024 , 13897.70477 , 225.8172597 , 53004.9567 , 5.560847647 , 89.02795938 , 2.340759385 , -0.448087988 , 0.993650274 , 0.985954487 , 0.998804232 , normal 
13243.92767 , 40.77796003 , 0.988754571 , 0.988754571 , 108531411.1 , -243064.0593 , 4.035895417 , 0.000556194 , 7.899047733 , 0.384140479 , 0.3073914 , 0.002497075 , 13246.85921 , 214.050795 , 50623.74907 , 5.664127046 , 40.77796003 , 2.486572466 , -0.4172941 , 0.992111617 , 0.984816242 , 0.999383932 , normal 
10714.10576 , 93.12370862 , 0.959649717 , 0.959649717 , 99585619.91 , -190168.4072 , 4.210066821 , 0.001332479 , 7.511115057 , 0.408301947 , 0.334610276 , 0.012322098 , 10756.13478 , 196.0291099 , 40899.87802 , 5.299605862 , 93.12370862 , 2.464910427 , -0.379397481 , 0.984895828 , 0.984652335 , 0.998774821 , normal 
15396.98825 , 39.11912254 , 0.991938687 , 0.991938687 , 274775589.7 , -55641.90323 , 3.486366637 , 0.000679935 , 7.870022554 , 0.410189231 , 0.335160414 , 0.00439661 , 15376.57899 , 228.1532764 , 58976.4499 , 5.884754749 , 39.11912254 , 2.323400757 , -0.486786039 , 0.996816364 , 0.986915142 , 0.999425612 , normal 
15197.11246 , 315.0102134 , 0.793405396 , 0.793405396 , 24823030.82 , -39277.42734 , 10.68023527 , 0.000373968 , 8.446983491 , 0.254722822 , 0.180764012 , 0.001860194 , 15350.56696 , 241.5962544 , 58542.05263 , 5.360474579 , 315.0102134 , 3.380010886 , -0.207841246 , 0.92526798 , 0.962305336 , 0.995457035 , normal 
20162.69245 , 28.40045772 , 0.982357587 , 0.982357587 , 77644920.96 , -187470.156 , 2.641316338 , 0.001905892 , 7.008890209 , 0.469766806 , 0.402792935 , 0.006442244 , 20174.28044 , 278.3671228 , 77831.15208 , 5.163468216 , 28.40045772 , 2.048338305 , -0.435473735 , 0.989784124 , 0.990069767 , 0.999577386 , normal 
14342.10399 , 186.3921814 , 0.937328126 , 0.937328126 , 141874556.3 , 436685.5502 , 5.802755816 , 0.000658396 , 8.021780539 , 0.360406732 , 0.283831769 , 0.003419297 , 14440.18678 , 227.5832099 , 55042.705 , 5.587681848 , 186.3921814 , 2.709345522 , -0.366100886 , 0.986088167 , 0.97947016 , 0.997578149 , normal 
16107.94838 , 9.802197306 , 0.996264244 , 0.996264244 , 136849299 , -536530.4227 , 1.914048062 , 0.002096828 , 6.925163496 , 0.520760285 , 0.459558523 , 0.010881817 , 16119.58981 , 243.3369129 , 61883.14998 , 5.315049847 , 9.802197306 , 1.839449977 , -0.506465347 , 0.995412755 , 0.992664681 , 0.999852506 , normal 
7022.094205 , 9.803489881 , 0.996933647 , 0.996933647 , 81717060.09 , -107943.7445 , 1.956306549 , 0.001669187 , 7.056616419 , 0.504872784 , 0.440422528 , 0.012662002 , 7008.319429 , 147.5351852 , 26505.42518 , 5.500417347 , 9.803489881 , 1.84036513 , -0.538966618 , 0.997246313 , 0.992499566 , 0.999852572 , normal 
