SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,mean,variance,skewness,kurtosis,energy,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,class
0.098465879,16.46980374,2068.734224,4943.242217,5.995517713,0.296374708,349.156902,0.03647928,40.3215842,4.602262911,4574.162728,3.781603055,1.216225214,0.067961608,2.398723136,0.246080439,11994.38813,53.26594351,0.982653276,0.982653276,86038596.85,14136.6008,3.736839276,0.000565593,7.917134037,0.405379639,0.32956761,0.001938595,12018.61073,204.8001635,45715.57969,5.732667025,53.26594351,2.369140486,-0.431482009,0.99347804,0.986108519,0.999221741,abnormal
0.072722187,19.49416663,2884.337583,5917.06048,6.732791968,0.327231142,336.7310296,0.027579747,23.45305075,5.842625228,6184.244569,4.30216378,1.42013928,0.814264885,3.206119307,0.278287183,16472.08828,42.59547928,0.988027306,0.988027306,168884124.7,567921.6362,3.641011164,0.000721515,7.863065135,0.404891922,0.329177895,0.002926533,16499.11943,242.6161276,63210.49945,5.672808963,42.59547928,2.371145527,-0.423846145,0.992619496,0.986359601,0.999368285,abnormal
0.07903501,22.01721291,2571.647375,2367.985764,7.567833835,0.452750376,46.31467042,0.043272301,4.498547182,9.033310911,914.3390814,4.526400338,2.024065229,-0.136402171,2.11363943,0.195329595,19094.05903,381.5996176,0.925384733,0.925384733,193543450.5,-106426.3136,10.47880713,0.000230968,8.842518319,0.273401159,0.19985016,0.001330027,19279.33119,258.685589,73733.79378,5.912585212,381.5996176,3.321554119,-0.3148836,0.981209863,0.963645475,0.994797447,abnormal
0.098575135,21.19596851,2536.922004,2895.983355,6.85853679,0.4275955,66.39842757,0.051514999,3.562074663,7.957871735,1719.568879,4.744609938,1.546675514,-0.735101251,3.664839368,0.275656244,20704.24239,247.1868737,0.936135271,0.936135271,201765233.5,-498916.4276,8.681868326,0.000365492,8.545142301,0.287351341,0.211227655,0.002269623,20850.94411,274.9032693,79947.44247,5.728430908,247.1868737,3.163717547,-0.308346272,0.977310575,0.969172914,0.996522942,abnormal
0.080591368,20.06349438,1500.92269,2399.18054,4.92513922,0.34924356,202.2806961,0.031754628,15.16477951,6.805083437,3744.722763,4.218996116,1.437759279,0.130074679,2.570935704,0.228356895,15851.35978,88.53322561,0.974575077,0.974575077,111829271.5,125408.2007,4.439661598,0.000630926,7.972467852,0.398180331,0.324248108,0.004902672,15901.72693,237.9523519,60800.20507,5.729281639,88.53322561,2.503932026,-0.421496225,0.992836685,0.983779844,0.998741737,abnormal
0.104029112,18.54124222,4536.833269,5312.24881,10.63477332,0.405959869,68.51885694,0.057233463,5.170957916,6.758183689,1435.63268,4.308377288,1.451683126,-0.175514809,2.863731658,0.237521169,16506.82372,268.4837796,0.925455244,0.925455244,125279339.5,-89196.90164,8.405838293,0.000296193,8.672105978,0.287409154,0.20981464,0.001754789,16637.23461,243.6421794,63511.51414,5.782459216,268.4837796,3.121740978,-0.302728232,0.976810972,0.970320613,0.996455888,abnormal
0.089878154,18.67782504,2507.579714,4445.898077,6.809743779,0.319609865,236.1082126,0.034790939,17.60552261,5.502674629,5236.53449,4.351516353,1.774687054,-0.04206827,2.463178003,0.208275006,17491.92783,69.60543726,0.984421706,0.984421706,189618914.4,-40232.1103,4.780238347,0.000402353,8.330720821,0.366845216,0.289952924,0.001840971,17536.21152,247.3401154,67149.07929,5.90918293,69.60543726,2.618141957,-0.405208318,0.992641944,0.982280498,0.998962139,abnormal
0.066855542,22.43279674,2284.593958,3979.101041,6.273388474,0.371963366,153.2070873,0.032687597,7.463165115,7.433438434,3547.695875,4.787457446,0.9485913,0.201613189,3.552387114,0.301219592,20355.33743,172.8239656,0.923896207,0.923896207,66370555.77,88455.72672,6.324563551,0.000492327,8.189723426,0.329574155,0.250946065,0.001879964,20423.27737,277.8943882,78525.45107,5.577351624,172.8239656,2.842492005,-0.328932475,0.979552269,0.977314745,0.997763017,abnormal
0.097563126,15.75879807,1694.713604,3200.090683,5.174122807,0.359596118,202.6897845,0.040002286,17.39358964,5.149725205,3098.272807,3.855607666,0.95453155,-0.284813938,2.677511906,0.285053078,12087.98519,64.67985883,0.971748357,0.971748357,55777298.04,-117560.0118,4.984180668,0.000527622,8.048266835,0.351443505,0.273149958,0.002126731,12109.77128,209.5361337,46117.7293,5.559420401,64.67985883,2.678772665,-0.350417124,0.983341807,0.981432274,0.999031316,abnormal
0.090028485,18.93717094,2426.28864,4130.914046,5.74953601,0.342961155,357.9713294,0.035362728,36.71414414,6.360032237,5553.247371,4.014485294,1.458603201,0.11790716,2.787814132,0.233087282,14024.84142,59.7133813,0.983277199,0.983277199,132301453.8,66376.3617,3.758138183,0.000583971,7.94936261,0.409257872,0.334776158,0.002184304,14071.93115,221.5453274,53632.80295,5.776803225,59.7133813,2.362301029,-0.438445682,0.99411973,0.986091718,0.999142222,abnormal
0.158336896,15.20775446,803.0177994,1018.043296,3.727573529,0.385576999,147.0680219,0.081299959,17.64633701,5.402711201,2212.266251,3.66689329,1.711239151,-0.056235678,2.09893334,0.237451653,11682.33025,190.5020641,0.957186877,0.957186877,147558625,-48390.759,5.980733494,0.000486551,8.101672678,0.359979174,0.284460359,0.00213071,11822.64592,195.5158386,44710.61152,5.73377568,190.5020641,2.742244265,-0.401025286,0.991279541,0.97881701,0.997554745,abnormal
0.116805342,21.14725398,6370.377407,10233.17113,11.34558179,0.342270232,152.5687798,0.052850058,14.30148961,6.330638311,3563.75974,4.581626844,1.829279425,-0.884769197,3.528962266,0.259528392,19394.73508,96.00450495,0.978721247,0.978721247,282524156.6,-811596.4571,5.267965458,0.000507551,8.28626499,0.351851971,0.273824311,0.001997354,19440.59299,262.1977374,74687.33146,5.760532255,96.00450495,2.698456066,-0.367256707,0.987747573,0.980669275,0.998621564,abnormal
0.158873059,13.6558826,2355.844427,2610.513236,6.061186225,0.436401788,144.1659865,0.095614035,16.39648444,5.212269086,1693.195966,3.52185179,1.260968015,0.608630483,2.960962059,0.295879538,9936.849856,274.1755566,0.911661428,0.911661428,102207722.2,352856.301,7.077984269,0.000573792,8.185544624,0.342402341,0.26699287,0.003183274,10079.30618,184.6278037,37982.39675,5.60756143,274.1755566,2.876302912,-0.343114481,0.982864768,0.975433722,0.996494038,abnormal
0.085316134,19.92909723,2690.9908,3431.040321,6.827674897,0.450266842,60.77321701,0.049602164,2.938785777,7.980130287,1411.129425,4.601754475,0.898759644,-0.301249375,4.846169013,0.355926141,18336.79939,400.0474693,0.817426245,0.817426245,74118704.73,-47444.48741,9.942760064,0.000481587,8.349975156,0.283851397,0.208983212,0.002542539,18525.63915,264.1301509,70884.58705,5.475789067,400.0474693,3.247712633,-0.265580609,0.959981035,0.965769035,0.994761697,normal
0.070538561,18.56613426,1027.989847,1692.443215,3.712777429,0.426863377,186.2680068,0.036347544,10.51361823,7.106842298,3544.602445,4.339832274,0.56818477,0.120467643,3.293273332,0.381863255,15401.40272,114.9727313,0.907773343,0.907773343,15655896.11,29155.48037,5.470596616,0.000718509,7.71852319,0.348247334,0.269656366,0.002825111,15443.95167,243.603909,59186.68123,5.257601306,114.9727313,2.721872837,-0.319517317,0.972872383,0.980069128,0.998396537,normal
0.058124205,23.67408373,614.8091465,1065.89678,3.020232372,0.404936206,132.3963505,0.029619036,6.195853819,8.890891425,3121.309199,4.838510848,0.692938348,-0.268121528,3.291631341,0.33710777,20389.25296,120.8937344,0.922399034,0.922399034,26486557.6,-51689.94524,5.356861643,0.000675572,7.724756747,0.353776413,0.275364096,0.002768617,20447.39212,280.5107363,78695.34584,5.367658922,120.8937344,2.690115847,-0.354429727,0.981780673,0.980549901,0.998354395,normal
0.151167141,12.98313207,611.2796071,1030.659547,2.93564515,0.363161914,255.7414609,0.07482926,23.83278887,3.848706879,3764.450809,3.641168366,1.326847464,0.636858964,3.963082604,0.271697746,11100.49917,91.28831862,0.973033777,0.973033777,167544948.4,372340.0457,4.850996198,0.000638092,7.888540403,0.382107359,0.307874113,0.003492198,11154.48496,194.4638996,42333.29801,5.635348742,91.28831862,2.598942904,-0.409385731,0.99122519,0.982236207,0.998683669,normal
0.160672777,14.4023549,883.5840366,1290.803099,3.775710941,0.367587906,237.2284328,0.065352168,33.68174372,4.786467714,3647.529752,3.624049099,2.147973094,0.577592347,3.926581677,0.221890349,11972.36018,162.4033361,0.970130491,0.970130491,448358044.4,676916.215,5.228490827,0.002128036,7.830317546,0.410835475,0.340841574,0.036957042,12064.23234,193.2342838,45902.82454,5.643054533,162.4033361,2.614975586,-0.432494097,0.993259434,0.9814221,0.997940403,normal
0.069729682,18.34350864,952.1098297,2423.740724,4.051554569,0.370637369,118.8256753,0.031168766,6.904380672,6.2843183,2181.55368,4.280476178,0.410317627,-0.602748394,3.924511039,0.441031501,14947.01617,63.39862647,0.912559533,0.912559533,11819841,-67967.8213,4.846865176,0.001309507,7.295777562,0.356168552,0.277871541,0.00547037,14973.78141,241.7951191,57505.09614,4.901656437,63.39862647,2.649939382,-0.276787607,0.950410219,0.981944759,0.999053091,normal
0.110426316,13.25242557,790.5156897,1363.097245,2.833453757,0.46177911,222.6762767,0.058212746,17.25329218,5.825547756,3242.769389,3.693908918,0.489922804,-0.243017413,5.442856079,0.442208087,10334.91778,133.0188007,0.865612766,0.865612766,21804282.29,-12380.25774,5.082592196,0.001303845,7.298406351,0.406533832,0.33745859,0.005509198,10410.02911,199.0629486,39473.03256,5.087691957,133.0188007,2.567169127,-0.351859276,0.977452314,0.981782508,0.998153552,normal
0.145408061,13.0964652,565.9784556,975.3569549,2.822275501,0.359110457,261.7064028,0.07319492,24.53745621,3.784748423,3742.207939,3.635716362,1.275754275,0.735231087,4.142319539,0.278815524,10944.94308,90.39144877,0.971968395,0.971968395,160258173.4,393071.2996,4.894975097,0.000648352,7.87064309,0.380710086,0.306783339,0.003031712,10994.83093,193.685203,41728.69061,5.609459809,90.39144877,2.608508824,-0.405371237,0.990683184,0.982061827,0.998689606,normal
0.124889992,17.06962162,1910.322953,1808.661569,5.883856952,0.466461095,45.6066701,0.07480652,3.29074222,7.163490844,829.6553363,4.098630215,1.391141422,0.055968264,3.059247197,0.245291855,14355.80856,391.226847,0.882587485,0.882587485,116586083.2,60521.28881,10.09536982,0.000354323,8.521063674,0.28424942,0.210187217,0.002211663,14591.79943,227.0306712,55243.70122,5.734117385,391.226847,3.267496013,-0.315395027,0.978933519,0.965152688,0.994777317,normal
0.099632029,19.95039851,1616.07206,1741.086126,5.463037634,0.44191098,52.73250907,0.054177519,3.772056743,8.302804858,1008.193651,4.316048098,1.397049662,-0.266390717,2.981622216,0.240993469,16337.21283,285.8084758,0.913686355,0.913686355,121419303.4,-178053.2084,8.828365144,0.00035344,8.458706449,0.29746149,0.22259616,0.001725732,16524.19481,243.5234578,62879.78218,5.723549597,285.8084758,3.157670894,-0.326775582,0.981268188,0.968967128,0.996099545,normal
0.110037691,15.11433966,977.3063274,1440.732901,3.806845806,0.418043059,128.8150314,0.058239379,10.05523997,5.517493384,2325.546255,3.984165687,1.381799803,0.472108252,3.263568472,0.252991102,13689.7807,136.8205027,0.959562149,0.959562149,151804511.1,317366.8593,6.075351661,0.000500093,8.150772217,0.350058073,0.275033836,0.002457633,13818.46747,219.7307146,52415.59493,5.718475284,136.8205027,2.805838142,-0.38501967,0.989571698,0.978025555,0.998034349,normal
0.111274987,16.4477048,861.921744,1606.880615,4.032415074,0.345636728,117.205087,0.050623828,9.371846373,5.156721279,2153.324803,4.045505304,1.095868458,-0.639429789,2.834665105,0.291231359,13703.56729,112.3945784,0.957255769,0.957255769,74150211.43,-259228.3928,5.621322859,0.000573434,8.014730453,0.34111756,0.262559052,0.00299736,13787.90292,223.1223767,52475.01903,5.563303161,112.3945784,2.756794838,-0.359515388,0.984817912,0.979462342,0.998431208,normal
0.092908529,15.4843313,787.8464374,1797.158825,3.501453037,0.369080147,164.9531449,0.042798415,10.78747462,5.066778679,2676.758337,3.994845639,0.377213286,-1.106916711,7.224552261,0.577606857,12389.96545,95.25081324,0.886762969,0.886762969,20294392.46,-97053.24717,5.73717498,0.00107051,7.449148141,0.325841195,0.245975552,0.005363145,12434.9932,219.2450305,47524.84539,4.913239619,95.25081324,2.799895968,-0.250526689,0.938476119,0.978845932,0.998626624,normal
0.1033259,17.38220826,992.0625203,1735.76586,3.863888889,0.369213077,198.8143553,0.040949929,15.53645741,6.014335207,3232.709044,3.998558025,0.88088681,-0.551336755,5.116438764,0.389497946,13153.49429,110.4410303,0.948059481,0.948059481,91176066.34,-167759.1335,5.073868295,0.001001206,7.682263638,0.382594187,0.308880758,0.005716877,13197.66578,220.4101229,50382.88213,5.377367557,110.4410303,2.625475127,-0.366928395,0.983879132,0.981579603,0.998429553,normal
0.112410293,16.29436619,847.8336571,1539.591812,3.98409707,0.351842436,113.7841245,0.053071564,9.348422182,5.19309892,2082.488275,4.029565728,1.11581301,-0.628842065,2.739312988,0.288664065,13578.46236,116.5888257,0.956628884,0.956628884,75065669.44,-261530.8767,5.739944683,0.000562454,8.026920647,0.337715875,0.258998722,0.002805361,13665.76924,221.7530177,51993.13017,5.565383961,116.5888257,2.775910414,-0.357760073,0.984584963,0.979052887,0.998369555,normal
0.152624195,11.8735878,812.2891539,1629.762392,3.753013129,0.370556075,125.3641149,0.081171831,14.31560294,3.612362262,1618.883039,3.511229314,0.939843507,0.270975891,3.311689556,0.308402681,9702.703701,113.3934529,0.950470173,0.950470173,70484212.57,85497.41434,5.72535132,0.000672502,7.941464125,0.351362271,0.274992934,0.005438308,9769.417549,185.6528935,36908.96739,5.509178371,113.3934529,2.765192993,-0.356766268,0.983693837,0.979120985,0.998348656,normal
0.090004468,14.36191862,771.2008993,1720.751287,3.101351351,0.41224771,231.0943204,0.045753121,14.05131114,5.192616925,3968.565359,4.018495252,0.356677648,-0.012694245,4.99045629,0.520748584,11983.75024,97.8269741,0.876006538,0.876006538,10470595.27,56564.71223,3.954206608,0.002401639,6.832312559,0.435896963,0.366571703,0.011234904,12009.91081,215.7622303,45991.83094,4.782745299,97.8269741,2.357213724,-0.348593427,0.971506826,0.985711467,0.998691354,normal
0.109829653,13.5534953,828.4808753,1390.287952,2.909530387,0.45534969,231.2944515,0.055433298,17.91641975,5.95345652,3392.905318,3.706113977,0.525333945,-0.228047417,4.898536198,0.423901234,10477.07244,127.1137728,0.88257841,0.88257841,24145884.75,-6363.477285,5.01559972,0.001211586,7.364682101,0.400765844,0.330461197,0.005669122,10553.67296,199.993411,40003.22612,5.146837991,127.1137728,2.560308204,-0.356868742,0.979258302,0.98197731,0.998230799,normal
0.105158726,17.51321539,697.4033638,1529.818667,3.146847005,0.350508619,276.3424908,0.038174629,24.12440841,5.75475581,4782.179114,4.017421119,1.171311377,-0.751979137,3.409202001,0.29284826,13672.59284,49.2665797,0.982305102,0.982305102,114791293.7,-368381.1885,3.394906695,0.001124936,7.506647274,0.419036088,0.344427844,0.006753515,13697.81816,221.8542811,52339.85339,5.476053155,49.2665797,2.298579839,-0.435274944,0.992241561,0.987343396,0.999335291,normal
0.145570013,17.14429439,1651.372081,3256.557856,4.877769886,0.278834839,515.2879672,0.05373917,52.8606795,4.286027015,7859.851129,3.83964876,1.517841199,-0.309057584,2.19434032,0.231814049,12987.49301,20.75011759,0.99476809,0.99476809,122995563.2,-241634.4222,3.035613721,0.000613556,7.800288168,0.424890113,0.350396637,0.003219624,12988.49436,209.9234181,49599.19196,5.726671608,20.75011759,2.236793271,-0.453894723,0.994768399,0.988445298,0.999684835,normal
0.081345085,18.00892305,1253.561959,1703.604551,3.727037293,0.494141879,213.946254,0.048719748,13.45881925,8.356310243,3517.688403,4.1447758,0.407079405,-0.150517591,5.975583589,0.499450634,13751.78288,235.6942207,0.726014856,0.726014856,14114107.28,-15634.47453,6.605743554,0.001286816,7.405564948,0.383754402,0.315243146,0.005662344,13880.33984,231.8580825,52945.45443,5.008355164,235.6942207,2.775764447,-0.303917313,0.963833196,0.976970553,0.99683321,normal
0.109475261,17.39964732,549.5275696,936.318943,2.512117347,0.372745909,371.2804428,0.04737468,26.36471493,6.187110551,6357.452641,4.063697418,0.947499282,-0.190865803,3.35487045,0.292615248,13849.11906,89.02795938,0.961184224,0.961184224,66252448.51,-42246.47398,3.867489165,0.000856437,7.576354617,0.426191328,0.355485285,0.003783024,13897.70477,225.8172597,53004.9567,5.560847647,89.02795938,2.340759385,-0.448087988,0.993650274,0.985954487,0.998804232,normal
0.125330383,17.84645629,465.9531451,844.0798357,2.666092552,0.316187932,262.340319,0.049303578,25.81590907,5.309193677,4034.166019,3.876367962,1.39066278,-0.347247858,2.251467687,0.246684823,13243.92767,40.77796003,0.988754571,0.988754571,108531411.1,-243064.0593,4.035895417,0.000556194,7.899047733,0.384140479,0.3073914,0.002497075,13246.85921,214.050795,50623.74907,5.664127046,40.77796003,2.486572466,-0.4172941,0.992111617,0.984816242,0.999383932,normal
0.128486713,14.26516887,3116.738794,6451.815086,6.467417063,0.37506881,463.8282661,0.048623193,66.31026465,4.86991784,6505.017359,3.667749029,1.034094382,-0.706980629,4.423274465,0.35998872,10714.10576,93.12370862,0.959649717,0.959649717,99585619.91,-190168.4072,4.210066821,0.001332479,7.511115057,0.408301947,0.334610276,0.012322098,10756.13478,196.0291099,40899.87802,5.299605862,93.12370862,2.464910427,-0.379397481,0.984895828,0.984652335,0.998774821,normal
0.142549215,16.98988884,378.250987,755.3707852,2.547697368,0.297552838,246.4893115,0.055100811,25.57437213,4.319268719,4720.954417,4.079833795,1.926978366,-0.092735123,3.097722485,0.224937872,15396.98825,39.11912254,0.991938687,0.991938687,274775589.7,-55641.90323,3.486366637,0.000679935,7.870022554,0.410189231,0.335160414,0.00439661,15376.57899,228.1532764,58976.4499,5.884754749,39.11912254,2.323400757,-0.486786039,0.996816364,0.986915142,0.999425612,normal
0.079519983,17.57882656,3331.940469,4798.477271,8.393770937,0.436755292,36.78594523,0.043614132,2.107359926,6.746465533,711.1273589,4.290395538,0.674861671,-0.344363725,3.543195038,0.351330822,15197.11246,315.0102134,0.793405396,0.793405396,24823030.82,-39277.42734,10.68023527,0.000373968,8.446983491,0.254722822,0.180764012,0.001860194,15350.56696,241.5962544,58542.05263,5.360474579,315.0102134,3.380010886,-0.207841246,0.92526798,0.962305336,0.995457035,normal
0.052511625,24.8672934,3839.999418,7788.509881,4.952119503,0.364025401,2379.439377,0.020665166,110.3684287,8.834043344,57039.83311,4.788078641,0.627359423,-0.888218906,7.392399171,0.515856199,20162.69245,28.40045772,0.982357587,0.982357587,77644920.96,-187470.156,2.641316338,0.001905892,7.008890209,0.469766806,0.402792935,0.006442244,20174.28044,278.3671228,77831.15208,5.163468216,28.40045772,2.048338305,-0.435473735,0.989784124,0.990069767,0.999577386,normal
0.098036192,18.46302715,2942.517448,3825.145309,6.263550885,0.41339524,195.8954981,0.05181644,13.76256558,7.24053352,3356.311317,4.099085459,1.237760843,0.840472363,4.155069079,0.284734777,14342.10399,186.3921814,0.937328126,0.937328126,141874556.3,436685.5502,5.802755816,0.000658396,8.021780539,0.360406732,0.283831769,0.003419297,14440.18678,227.5832099,55042.705,5.587681848,186.3921814,2.709345522,-0.366100886,0.986088167,0.97947016,0.997578149,normal
0.090036605,20.0491542,2099.385312,4672.302762,4.31582405,0.373294281,787.1907861,0.037882707,64.14474655,7.188932887,15436.95554,4.283016209,1.126797256,-1.164717372,4.624328604,0.336791207,16107.94838,9.802197306,0.996264244,0.996264244,136849299,-536530.4227,1.914048062,0.002096828,6.925163496,0.520760285,0.459558523,0.010881817,16119.58981,243.3369129,61883.14998,5.315049847,9.802197306,1.839449977,-0.506465347,0.995412755,0.992664681,0.999852506,normal
0.195677351,11.02568376,187.4296842,582.5154445,1.503704897,0.274940613,732.4415321,0.058675379,233.1103411,3.008360963,7334.930751,2.963253268,1.436820578,-0.253684518,2.096840069,0.239300412,7022.094205,9.803489881,0.996933647,0.996933647,81717060.09,-107943.7445,1.956306549,0.001669187,7.056616419,0.504872784,0.440422528,0.012662002,7008.319429,147.5351852,26505.42518,5.500417347,9.803489881,1.84036513,-0.538966618,0.997246313,0.992499566,0.999852572,normal
