SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,mean,variance,skewness,kurtosis,energy,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,class
0.10618401,20.26693303,2665.183278,2633.214034,7.44550616,0.433321264,63.82802216,0.062650678,2.800920771,7.352093321,1864.92982,4.839317332,1.791857649,-0.477088063,3.100278678,0.232380691,22070.00878,276.5380734,0.938885467,0.938885467,228218637.3,-391453.234,9.153898786,0.000398695,8.642851909,0.296285037,0.222979655,0.002956282,22180.18019,282.465622,85282.91145,5.855488741,276.5380734,3.195953775,-0.330089552,0.983285436,0.967730404,0.996049911,abnormal
0.063368408,25.30651974,1897.358246,3242.093385,5.671921379,0.298924569,306.0537089,0.022596369,26.62381081,6.929438362,5776.275359,4.637239345,2.478108443,0.286604865,2.06936776,0.185789,20953.99269,44.79312549,0.992937466,0.992937466,315855673.8,382610.9075,4.183434423,0.000403589,8.313547775,0.371156095,0.292276778,0.004543812,21001.96413,266.9148329,80704.54132,5.979389911,44.79312549,2.517354687,-0.429644337,0.994638267,0.984288582,0.999327426,abnormal
0.10162226,15.99124941,1258.550047,1932.436074,4.709544144,0.423223749,82.9296582,0.05140828,7.397869917,6.344367404,1248.546154,3.855340506,0.907506417,-0.402220748,3.227266048,0.312813136,12141.37035,170.6908864,0.919749296,0.919749296,54228462.62,-142962.7419,7.046690427,0.000585882,8.09039859,0.328912173,0.254512695,0.003736829,12234.61585,211.3156285,46453.32143,5.472377931,170.6908864,2.958998423,-0.315483144,0.975274531,0.974649617,0.997567108,abnormal
0.09374144,19.43425285,2636.922299,5206.595362,6.028204846,0.323271466,393.1239783,0.035012222,29.21706399,6.027018266,6933.884284,4.189819235,1.203234734,-0.000634034,3.447093344,0.265189514,15234.33704,44.21526673,0.984981527,0.984981527,118022841,-19201.40847,3.592631746,0.000666197,7.902822762,0.410160437,0.335612084,0.003583186,15253.30508,234.8146797,58325.5383,5.725376913,44.21526673,2.354359235,-0.431529006,0.993431353,0.986561924,0.999350511,abnormal
0.069020486,19.04853727,2368.010397,5721.022491,5.803380911,0.318534595,650.0005506,0.024415853,36.78241921,5.710150654,15108.51634,4.477276645,1.091288399,-0.020785372,2.040027703,0.256999741,17311.43359,28.01940681,0.988835026,0.988835026,51021985.56,-3650.322339,2.840454309,0.000867044,7.497876869,0.447422847,0.376580984,0.003462456,17333.16802,253.5432153,66496.17092,5.53801547,28.01940681,2.145361459,-0.455491064,0.993929687,0.989285723,0.999586753,abnormal
0.098293545,17.82255425,1279.853235,2072.527141,4.429276064,0.342405584,320.4075778,0.04128519,21.02589914,5.393862505,6711.872387,4.299257502,1.699808849,0.206728645,2.122500989,0.21778671,16583.71402,30.88602355,0.993022427,0.993022427,151847046.1,150104.7628,2.884358555,0.000762922,7.700434299,0.448949751,0.378575921,0.004121197,16586.40345,239.9028111,63634.47622,5.761629561,30.88602355,2.153557433,-0.484840743,0.996350169,0.98914803,0.999547873,abnormal
0.138849189,19.95576937,4540.576415,4167.304926,9.524486812,0.394504285,72.26716903,0.061909041,12.77097891,7.260633016,2103.477837,4.2137267,3.993955242,0.412191928,2.308596764,0.147795865,18625.62181,203.502133,0.979291176,0.979291176,838469444.8,1082375.426,8.15790359,0.000408294,8.900722057,0.301002075,0.226193136,0.01183579,18751.39015,235.0838203,71878.42138,6.092915185,203.502133,3.120068472,-0.354252457,0.989015761,0.970748515,0.997075295,abnormal
0.117681677,25.22863231,2161.759321,2810.343904,7.100394708,0.305689888,136.0162807,0.051763064,8.388712705,6.635687468,4255.964414,5.033725319,3.635433451,-0.161041071,1.884248634,0.147796013,26311.95747,81.27696913,0.991164719,0.991164719,596401879.2,-537001.8665,5.100537061,0.000417856,8.529468752,0.355170045,0.277246988,0.008829793,26373.8724,295.0034182,101765.4567,6.103147322,81.27696913,2.681995602,-0.426082771,0.994989638,0.981160669,0.9988143,abnormal
0.143836863,22.36148317,1806.059889,2281.45831,5.62257552,0.343206999,199.4216799,0.064497708,24.75343164,7.002229975,4236.82369,4.412101676,3.404937359,-0.230733566,1.659774715,0.194908113,20044.4906,79.35316294,0.99112997,0.99112997,504751009.9,-635455.8316,4.61874453,0.00043209,8.302368936,0.373815764,0.296730022,0.001746178,20076.02739,249.9111358,77314.80426,5.958139552,79.35316294,2.571196625,-0.426485124,0.994357996,0.982979745,0.998872696,abnormal
0.122375453,15.61069186,1160.424919,1536.711065,4.33029657,0.407441043,143.1560942,0.061525744,15.1327316,6.11363323,1866.271514,3.653952411,1.396916247,0.8307767,3.789880078,0.291402022,11213.21288,253.2939227,0.926804373,0.926804373,168632184,470244.0406,6.682257242,0.00058785,8.099830125,0.351312617,0.275637106,0.003505471,11385.02969,196.0694945,42921.35868,5.652950461,253.2939227,2.807791402,-0.374884518,0.987952573,0.976765245,0.996733632,abnormal
0.134065539,13.26297428,7206.085958,14446.84753,11.6532404,0.316789058,217.8096469,0.055448638,39.13453796,3.918064214,2048.755288,3.341592237,1.232739557,0.179022571,2.230300447,0.249204305,9107.273289,101.6648835,0.965601007,0.965601007,72595046.93,98658.32296,5.141300646,0.000544454,8.116233209,0.357985701,0.280002361,0.003810081,9154.78857,175.2751428,34589.52911,5.628019477,101.6648835,2.664515403,-0.36101797,0.985472852,0.981194075,0.998581153,abnormal
0.23611921,12.61724395,1138.087067,1114.860099,4.642132442,0.439323503,78.57462405,0.122992152,12.37451271,5.367522463,907.687285,3.233340438,1.720239651,0.136695935,1.995109137,0.225898509,8882.879045,201.9872703,0.954166681,0.954166681,129591711.8,90186.55367,7.288117545,0.000570439,8.21755869,0.336785512,0.263248848,0.00834003,8991.029709,164.7006112,33888.04083,5.701151007,201.9872703,2.965094546,-0.371331066,0.987915297,0.974056826,0.997144452,abnormal
0.083034528,18.9656497,863.9224407,1273.488619,4.106984863,0.371117741,108.2344062,0.035198434,8.834087302,6.665293822,1942.78455,4.144227694,1.482822719,0.075334556,2.253842803,0.22155583,15271.25656,134.6050401,0.962961378,0.962961378,106459540.8,106441.9344,5.778774302,0.000698359,8.07547629,0.36779972,0.294247617,0.008660516,15345.58764,232.5758513,58602.85242,5.695379876,134.6050401,2.755803273,-0.393822145,0.990347556,0.97912241,0.998101314,abnormal
0.068401431,21.02350269,5124.056221,7929.422082,10.28052012,0.393591177,66.42371601,0.032873656,3.631569867,7.664034843,1485.301545,4.582438356,0.994669671,0.133660889,3.483461915,0.287398188,18323.45723,250.6036197,0.894743087,0.894743087,70285993.23,77408.75798,8.388917891,0.000345805,8.52337117,0.284972814,0.207111842,0.001565982,18450.29686,262.7403861,70634.74416,5.596804391,250.6036197,3.127151688,-0.271011231,0.964382696,0.970248489,0.996617379,abnormal
0.078314615,26.10346752,2945.137497,4430.2139,7.617560138,0.336997764,148.4985723,0.039153691,6.273753811,7.569033106,4564.925989,5.210222723,1.797923524,-0.209941369,3.01339717,0.214093429,25979.20774,134.4105722,0.9704947,0.9704947,245981889.7,-204483.3408,5.503404924,0.000375507,8.408617383,0.345498759,0.26622458,0.001659355,26069.46133,308.3440909,100444.5431,5.905039491,134.4105722,2.716848388,-0.388442287,0.991179959,0.980084436,0.998244877,abnormal
0.143775821,15.07670586,4616.574441,5751.003666,7.929220287,0.408917593,345.3883039,0.071023349,35.44337352,6.012998343,4239.221805,3.509841668,1.138168934,0.82345076,5.385144571,0.298685778,9789.511872,151.7075701,0.945930249,0.945930249,165050101.2,348389.5645,5.355331826,0.000662405,8.034535619,0.373315286,0.297721706,0.003102121,9864.900075,183.9856661,37274.7657,5.616004906,151.7075701,2.636769976,-0.37192012,0.987027504,0.980885498,0.997948606,abnormal
0.162724691,12.85027101,6741.803879,8212.157946,11.32681544,0.407391685,92.22924806,0.082388785,16.92093319,4.818061878,839.7428149,3.267941269,1.385914539,0.463039102,3.042949213,0.24038713,8651.60819,207.3885038,0.93993329,0.93993329,131161518.6,250811.9589,8.257533495,0.00028907,8.699628619,0.29619542,0.221077318,0.001439268,8752.166739,167.6821267,32917.91462,5.751928628,207.3885038,3.130902036,-0.286822692,0.972159969,0.970395973,0.997046157,abnormal
0.127163069,20.91941548,4300.245302,3940.849508,7.451966366,0.427099493,352.6723544,0.083420194,45.63919256,7.618418386,5372.010999,4.183087567,2.124565225,0.075904729,2.217984646,0.19308243,16227.35804,150.3868832,0.972763471,0.972763471,242248286.3,142582.8982,5.75642002,0.000489757,8.341857579,0.369346162,0.295288245,0.003574302,16305.20357,232.7252563,62357.43742,5.880237023,150.3868832,2.724614386,-0.396393753,0.991766856,0.979371605,0.997896362,abnormal
0.09241803,19.43126346,7722.384859,12524.62187,8.097613763,0.34069443,1437.30045,0.037661585,121.733639,5.86928829,24358.77661,4.146050026,1.892928551,0.542205469,2.766426665,0.213600553,15594.22421,32.94750981,0.993181767,0.993181767,248229276.3,602450.6554,2.198682499,0.000984929,7.506867589,0.499666022,0.43551942,0.005701656,15615.50307,229.7381784,59770.50034,5.817910113,32.94750981,1.885914811,-0.538056398,0.997995092,0.991784244,0.999587949,abnormal
0.117131849,18.9105019,11942.31658,14144.79838,15.25086349,0.358382559,116.5416248,0.050204903,10.67087762,6.338721174,2483.178375,4.235590551,2.392424718,-0.140440139,1.86692528,0.193326975,17127.36658,117.5175938,0.980500134,0.980500134,250969847.1,-165363.3713,6.319284114,0.000299463,8.654356765,0.315929849,0.23681528,0.001496457,17179.19918,238.1022973,65851.70061,5.901046921,117.5175938,2.891566492,-0.344656956,0.986166347,0.976850278,0.998315812,abnormal
0.091184001,21.8539831,1783.310687,2311.003577,5.320600389,0.346858324,243.9098896,0.037275012,25.64456646,6.897764033,4679.434884,4.331510989,2.767728669,0.089808226,1.788920147,0.175236024,18443.07547,59.61720191,0.991549804,0.991549804,330068170,194378.6755,4.204029064,0.000503622,8.208082784,0.391897954,0.316776625,0.003504681,18501.60414,244.5586404,70956.72883,5.950722747,59.61720191,2.495218497,-0.441894143,0.995202507,0.98438276,0.99912048,abnormal
0.181023749,19.21360815,919.1436693,1310.434999,4.655545544,0.304370835,127.7359854,0.074057256,11.13481599,4.997011559,2928.915107,4.359550562,2.563925287,-0.387678489,2.34878024,0.185317247,18310.83406,65.12390549,0.98996419,0.98996419,377422319.3,-589533.8978,4.691046932,0.000389889,8.336708358,0.356646516,0.277162335,0.001875506,18360.13298,245.765652,70401.55725,5.986894023,65.12390549,2.606844004,-0.428283329,0.994605035,0.982556745,0.999040814,abnormal
0.070605764,23.60418867,8093.844574,8015.050693,12.70794162,0.49302759,98.79649779,0.043468835,5.453204878,10.62893413,2670.086697,4.952626296,1.062539941,-0.705797416,5.663281898,0.321485372,22089.21881,504.7395536,0.804707313,0.804707313,131983702.1,-217503.8578,10.61082385,0.00049173,8.447184013,0.301757084,0.229342756,0.004855314,22344.56767,290.1662267,85690.80717,5.516212422,504.7395536,3.246710397,-0.264374148,0.960391181,0.964287924,0.993402683,abnormal
0.090524281,21.55966037,17443.64441,24898.9711,19.392353,0.334084381,122.5191576,0.036815291,23.47442747,6.527943329,2699.073645,4.551460106,2.361369579,-0.133016313,2.896024722,0.190717253,19898.03659,129.8380069,0.978273044,0.978273044,404867142.4,-188704.3719,6.295213992,0.000570416,8.673338725,0.326517096,0.248434891,0.016366256,19966.70652,260.576554,76643.60154,5.975380332,129.8380069,2.881700003,-0.363004358,0.989140323,0.977053275,0.998183992,abnormal
0.139727342,16.17322578,2469.015195,4471.285828,5.520879121,0.31277161,652.6195713,0.053524852,83.90257184,4.485706984,9519.930159,3.748804945,1.851330989,-0.050038845,2.101474461,0.202484183,12523.9244,31.68568352,0.993238036,0.993238036,180232196.2,-70624.91435,3.045093932,0.001177029,7.813363679,0.46112395,0.39333069,0.023333937,12538.87903,201.9688847,47813.05226,5.813080764,31.68568352,2.230667422,-0.480104251,0.996348628,0.988537009,0.999533921,abnormal
0.171047166,21.56813027,1641.796521,1288.121264,5.475807893,0.421340375,105.5690452,0.070515015,37.249305,8.686864341,1249.13284,3.704490834,4.118605173,0.368366936,2.170361382,0.144309153,15119.09463,193.8467756,0.98121588,0.98121588,884412265.2,1110252.256,6.556560987,0.002667234,8.228035471,0.399159443,0.333461363,0.043840684,15233.04957,200.5685017,58315.16581,5.959492443,193.8467756,2.825599165,-0.445359262,0.995449537,0.976758783,0.997330529,abnormal
0.107794295,19.69815937,1552.605493,2018.964307,4.448934998,0.39089955,275.1754287,0.0553344,27.34255805,6.976300535,5280.038307,4.236922122,2.062316558,-0.259670836,1.838962167,0.202162575,16342.48774,80.54445547,0.984921983,0.984921983,214370107.5,-439239.1122,4.330338649,0.000843221,7.946316592,0.418755385,0.348856659,0.009156795,16399.00107,234.2471226,62784.46719,5.76148561,80.54445547,2.486520908,-0.437790385,0.994096985,0.984130634,0.998835751,abnormal
0.084989805,20.02854359,3285.246282,3603.507256,8.384487393,0.456136749,37.52068799,0.048735505,2.04036171,8.289551089,865.3212721,4.544376408,1.160228088,-0.302371171,3.328039833,0.268218582,18087.50813,389.9132928,0.858914069,0.858914069,86111216.05,-99409.54487,10.93459794,0.000287833,8.703777997,0.258095953,0.184028414,0.001504602,18269.58154,260.0040624,69823.55376,5.670188549,389.9132928,3.380814977,-0.260781403,0.96195053,0.961970527,0.994699178,abnormal
0.097745919,24.63830086,4197.689074,3570.895565,8.843606859,0.441151459,63.33447214,0.059672723,4.476618831,9.58776728,1827.675467,4.98762643,2.341850708,-0.086349675,2.789572247,0.186597024,24195.92973,342.3108192,0.941444317,0.941444317,342001884.3,-70733.94236,9.28680616,0.000298355,8.841527743,0.305264929,0.232073552,0.005031842,24334.95157,292.8907492,93639.49102,6.013680393,342.3108192,3.173862718,-0.34044653,0.986423652,0.967811873,0.995327973,abnormal
0.088692058,23.63564877,1211.348994,1679.338517,3.936732392,0.352917763,391.0658667,0.049410991,22.69057032,6.900014615,9098.098414,4.711399933,1.793984725,0.380110573,2.916658764,0.219070534,20661.6171,216.5108603,0.952678953,0.952678953,222440975.1,364287.0308,4.274489969,0.000559001,7.976355673,0.411981256,0.337269274,0.003813087,20828.71126,271.8920114,79701.21524,5.877909426,216.5108603,2.346104594,-0.465742994,0.996004295,0.98529893,0.997870338,abnormal
0.227081219,11.79238329,1354.426959,2297.09674,3.851231751,0.354192857,717.076836,0.101836905,116.5502625,3.981831559,6461.398697,3.162626374,0.94073999,-0.045118256,2.676859534,0.295555844,7735.35972,62.70486798,0.976138348,0.976138348,60761061.56,-93906.60272,3.267606844,0.001047156,7.34408714,0.438554392,0.366778253,0.004171477,7759.50157,160.6714083,29307.42382,5.369825897,62.70486798,2.211985788,-0.435239958,0.99151694,0.987993015,0.999140044,abnormal
0.122338906,17.4688006,3228.6901,3052.599579,7.837705347,0.460560341,44.32241212,0.072598898,2.872370236,6.810788774,1087.921482,4.302867138,2.074709524,0.593453165,3.439625708,0.228090293,16982.50965,389.6492622,0.925059307,0.925059307,343514614,684438.2896,10.85052387,0.000414102,8.806429927,0.271317709,0.198970296,0.012617174,17153.06796,241.4795274,65520.7697,5.866612388,389.6492622,3.365730866,-0.305678106,0.978586766,0.962330957,0.994636117,abnormal
0.074840389,24.18009929,2310.674556,2636.271685,6.994701828,0.39762483,163.411661,0.038351691,11.68333903,8.38562368,3502.504176,4.730760725,2.23648117,0.264859076,2.518551251,0.197270127,21578.09677,188.5386351,0.966549348,0.966549348,305141671.3,261980.9744,6.923663231,0.000766929,8.420334062,0.374754492,0.305712491,0.011261561,21720.67925,274.6342239,83290.96229,5.907608977,188.5386351,2.900615126,-0.395715993,0.991954649,0.975348504,0.997296882,abnormal
0.121457402,13.31504236,1040.893198,2860.552557,3.899800888,0.301147004,451.7556952,0.040431807,48.42850039,3.711235016,5771.621662,3.493841668,1.437462619,1.379432234,5.479260096,0.303948272,10135.30482,36.01999402,0.98974281,0.98974281,289292912.6,917172.5308,3.311526455,0.000817004,7.655939686,0.416632035,0.341761389,0.003064292,10162.82093,183.3748699,38561.83052,5.58022886,36.01999402,2.283779382,-0.436734511,0.992997843,0.987552467,0.999471464,abnormal
0.119791056,18.14399211,2431.007736,2342.961527,6.390139508,0.473647294,66.41425985,0.073329593,3.894979658,7.384522164,1389.364755,4.38638134,1.305335564,-0.176961122,3.819726982,0.285548095,16914.6664,395.4299717,0.879331564,0.879331564,143974688.6,-16725.12366,10.61508363,0.000380049,8.553836322,0.276210716,0.202273775,0.002559529,17094.30297,248.7878788,65254.47756,5.691619504,395.4299717,3.320402495,-0.293030217,0.972678343,0.963315635,0.994533952,abnormal
0.080819778,21.79325694,2155.938837,3223.147377,5.158618557,0.33700372,571.717892,0.034106147,44.08617533,6.662152595,10562.88986,4.346721895,1.934669451,0.532707959,2.275155337,0.223663786,17574.16016,64.03611308,0.98722452,0.98722452,212958957,492052.1266,3.728847252,0.000627727,7.998301653,0.413180239,0.339470766,0.005006108,17591.19071,245.778205,67528.77575,5.830241884,64.03611308,2.359796577,-0.446603802,0.994906538,0.98623289,0.999109991,abnormal
0.157347237,10.96818817,1079.322692,2261.043729,4.606847426,0.354763507,153.5172732,0.06822817,18.46396948,3.526930439,1941.558026,3.265554299,1.305506084,0.837056395,3.033292161,0.291226368,8348.749005,83.18079435,0.97315622,0.97315622,112112484,502165.8644,4.378974866,0.00117102,7.6107509,0.40186433,0.327962404,0.009168372,8382.752894,165.4479357,31720.81364,5.399016411,83.18079435,2.505864575,-0.392050464,0.987428829,0.983947814,0.998824341,abnormal
